22.162,61.499,193.782,157.208,177.546,156.015,166.896,163.922,210.639,376.626,627.254,-54.995208,-62.606612999999996
22.213,61.686,192.531,157.208,177.546,155.574,166.484,163.576,210.22,375.033,627.278,-55.4546,-62.204406500000005
22.26,63.393,192.531,156.907,177.291,155.461,166.253,163.375,209.707,375.248,623.11,-55.640129,-61.2732545
22.413,63.423,192.151,156.551,176.876,154.978,165.818,163.03,208.807,376.003,621.029,-55.0819785,-55.813621499999996
22.49,64.151,192.033,156.454,176.753,154.978,165.818,162.919,208.597,373.543,627.327,-54.824713,-52.110153
22.512,62.133,191.742,156.454,176.753,154.833,165.704,162.825,208.772,373.009,620.379,-54.868717000000004,-51.308639
22.561,62.54,191.742,156.175,176.401,154.586,165.391,162.527,208.208,370.861,623.298,-54.853724,-50.340759500000004
22.712,67.409,189.485,154.803,175.522,153.517,164.289,162.026,207.451,370.94,617.771,-54.6107625,-51.0167165
22.763,65.453,190.953,154.383,175.112,153.517,164.289,161.501,206.496,368.941,610.033,-54.422975,-50.255393999999995
22.818,66.328,190.146,154.383,175.112,153.329,163.818,161.237,206.229,369.804,616.043,-54.230903,-48.743973
22.862,63.77,190.146,154.781,174.885,152.884,163.748,160.964,205.538,369.19,607.728,-54.0582905,-47.6731875
23.012,62.027,188.927,153.42,173.606,151.842,162.611,160.369,204.904,366.328,603.521,-53.7045625,-43.496246
23.061,58.778,189.26,153.309,173.39,151.842,162.611,159.887,204.515,366.019,608.039,-53.313159,-42.961197
23.117,61.278,188.044,153.309,173.39,151.686,162.436,159.792,203.963,365.345,602.215,-53.323835,-42.662979
23.164,59.885,188.044,153.089,173.055,151.46,162.229,159.504,204.493,365.107,614.396,-52.97167,-42.4654385
23.313,59.918,188.004,152.278,172.181,150.735,161.253,158.963,202.992,362.787,602.937,-52.0988415,-39.7807615
23.361,59.702,187.542,152.169,171.906,150.735,161.253,158.746,202.874,363.018,601.133,-51.6253485,-38.135329999999996
23.42,57.737,188.82,152.169,171.906,150.531,161.132,158.549,202.328,362.495,599.138,-51.3996,-37.104949500000004
23.466,59.335,188.82,151.91,171.436,150.041,160.562,157.995,201.319,360.283,592.826,-51.39748,-37.264442
23.611,59.22,185.251,148.967,167.949,147.034,157.094,156.017,199.724,354.679,588.38,-51.2164395,-36.900870999999995
23.659,56.008,183.887,148.028,166.921,147.034,157.094,154.894,197.512,352.713,586.362,-51.150431499999996,-36.944641000000004
23.715,56.176,183.001,148.028,166.921,146.112,156.217,154.231,197.096,350.607,578.418,-51.035155,-36.965804500000004
23.76,54.959,183.001,147.479,166.297,145.628,155.691,153.785,196.361,349.663,581.963,-50.9356475,-36.632759
23.914,56.149,182.79,147.082,165.949,145.279,155.239,153.542,196.261,348.472,583.455,-50.984362000000004,-36.9237295
24.005,52.549,182.67,146.785,165.42,145.279,155.239,153.368,196.092,348.411,582.633,-50.735245,-35.8788835
24.043,52.614,182.998,146.785,165.42,144.834,154.824,152.875,195.142,346.191,578.162,-50.512772,-35.428261
24.088,52.292,182.998,146.154,164.726,144.268,154.078,152.224,194.321,345.056,569.954,-50.577892500000004,-35.50071
24.212,56.218,180.397,144.514,162.914,142.802,152.392,151.11,193.359,342.195,566.209,-50.524665999999996,-35.6020125
24.259,55.268,180.12,144.271,162.692,142.802,152.392,150.811,192.302,342.44,569.99,-50.2568205,-34.847801000000004
24.311,48.096,179.638,144.271,162.692,142.569,152.066,150.583,191.98,341.193,563.831,-50.060776000000004,-34.449073999999996
24.361,47.242,179.638,144.081,162.43,142.395,151.885,150.401,191.852,340.404,568.787,-49.527073,-33.8367155
24.513,36.601,177.776,142.712,160.803,140.943,150.31,149.464,190.371,337.269,561.392,-46.2360875,-28.482033
24.563,25.092,178.808,142.375,160.391,140.943,150.31,148.977,189.939,337.025,562.525,-44.9295745,-25.9306415
24.618,12.454,178.442,142.375,160.391,140.641,150.03,148.734,189.426,336.524,557.271,-43.86738,-24.185211
24.661,6.796,178.442,142.126,160.242,140.542,149.705,148.61,189.689,335.635,558.755,-43.8788605,-24.237557
24.816,-25.425,177.048,142.039,160.049,140.351,149.552,148.615,189.362,334.786,566.079,-44.0206425,-24.9592515
24.868,-52.837,177.83,141.947,159.947,140.351,149.552,148.476,189.582,335.484,553.521,-43.0246645,-23.63192
24.914,-60.563,177.288,141.947,159.947,140.228,149.456,148.408,189.278,333.23,552.558,-42.0971735,-22.662925
24.965,-22.497,177.288,141.892,159.822,140.2,149.432,148.349,189.126,334.224,557.184,-40.789619,-21.211723
25.119,-7.589,177.69,141.736,159.611,140.039,149.16,148.28,189.278,334.501,556.791,-37.0607035,-17.510604999999998
25.196,-3.922,177.014,141.72,159.516,140.039,149.16,148.131,188.656,334.139,554.483,-36.709003499999994,-17.275688000000002
25.213,21.315,177.834,141.72,159.516,140.007,149.188,148.126,188.797,335.005,556.04,-36.540329,-17.276863
25.26,40.181,177.834,141.579,159.367,139.957,149.075,148.052,188.632,334.207,556.562,-36.284947,-17.1474455
25.415,46.268,176.632,141.428,159.135,139.713,148.795,147.871,188.286,333.858,555.608,-34.716581,-15.8101655
25.461,48.112,176.636,141.15,158.772,139.713,148.795,147.78,188.848,333.763,558.079,-34.197145,-15.378555
25.513,49.153,176.842,141.15,158.772,139.473,148.52,147.435,188.091,332.08,559.767,-33.738369000000006,-15.1720655
25.559,50.585,176.842,140.758,158.24,138.971,147.9,146.874,186.887,330.654,553.408,-32.9588185,-14.755745000000001
25.713,50.034,173.103,138.372,155.239,136.349,145.143,145.073,185.157,325.273,545.43,-30.2780685,-12.9550095
25.759,47.556,172.71,137.759,154.615,136.349,145.143,144.196,184.5,324.973,540.437,-29.458181,-12.513549999999999
25.811,47.811,172.104,137.759,154.615,135.863,144.56,143.859,184.053,322.034,535.444,-28.683225999999998,-12.051979
25.863,49.218,172.104,137.455,154.352,135.752,144.313,143.684,183.728,322.655,541.141,-27.964548,-11.6442105
26.012,48.914,172.797,137.149,154.041,135.384,143.936,143.535,183.87,321.934,537.494,-26.490347,-11.020996
26.059,47.396,171.168,136.707,153.31,135.384,143.936,143.208,182.953,320.104,541.217,-25.721272,-10.7816085
26.115,47.484,170.069,136.707,153.31,134.796,143.285,142.559,182.153,319.496,534.226,-24.53006,-10.265540999999999
26.162,45.663,170.069,135.971,152.533,134.074,142.466,141.827,181.14,316.872,528.42,-23.047188,-9.6095425
26.314,41.597,169.735,134.348,150.745,132.682,140.751,140.741,180.204,315.049,527.097,-18.952011,-8.036896
26.36,43.146,168.982,134.079,150.564,132.682,140.751,140.463,180.163,313.907,529.505,-18.9674355,-7.947052
26.413,44.502,168.295,134.079,150.564,132.505,140.573,140.285,180.562,312.385,517.91,-19.173433000000003,-8.3052215
26.461,42.682,168.295,133.914,150.342,132.359,140.447,140.191,179.553,311.911,526.259,-19.659237,-8.439377
26.615,40.635,168.882,133.343,149.598,131.789,139.714,139.759,179.221,310.586,520.41,-20.176719,-8.435516
26.661,42.397,167.999,133.071,149.316,131.789,139.714,139.496,178.816,310.847,519.554,-21.235585999999998,-8.549042
26.716,41.373,168.029,133.071,149.316,131.555,139.529,139.272,178.733,309.375,520.708,-23.3900965,-9.235472999999999
26.759,42.928,168.029,132.816,148.954,131.243,139.163,138.972,178.175,309.652,517.906,-26.2125745,-10.545601
26.917,39.836,166.987,131.826,147.73,130.344,138.089,138.281,177.891,307.437,516.75,-31.48114,-13.408417
26.96,39.534,166.251,131.504,147.447,130.344,138.089,137.945,177.709,306.663,508.167,-31.6227415,-13.4297865
27.011,38.67,166.334,131.504,147.447,130.065,137.794,137.633,177.243,305.659,510.001,-31.555450999999998,-13.314796
27.06,36.675,166.334,131.261,147.138,129.824,137.493,137.447,177.495,305.802,511.273,-31.839857000000002,-13.397041000000002
27.214,37.73,165.321,130.641,146.357,129.245,136.806,137.099,177.106,304.479,511.083,-36.60481849999999,-16.909485
27.259,37.369,165.487,130.362,145.922,129.245,136.806,136.694,176.394,303.325,509.069,-38.8979985,-18.9195025
27.314,35.895,165.621,130.362,145.922,128.93,136.403,136.393,175.858,303.241,505.288,-40.842141999999996,-20.9583515
27.361,35.877,165.621,129.981,145.489,128.52,135.898,135.948,174.856,300.965,504.351,-42.037588,-22.5774305
27.514,33.994,163.044,128.721,144.14,127.598,134.712,135.021,174.896,299.997,500.471,-42.479579,-22.584793
27.562,31.279,164.266,128.528,144.074,127.598,134.712,134.96,173.941,299.212,496.774,-42.519345,-22.7351685
27.614,35.192,164.393,128.528,144.074,127.65,134.682,134.899,174.424,298.721,506.208,-42.856408,-23.152
27.662,35.213,164.393,128.541,144.175,127.72,134.732,135.084,174.265,298.802,507.992,-43.4219025,-23.692909
27.813,34.233,164.554,128.795,144.684,128.237,135.181,135.223,175.031,299.623,509.956,-47.564559,-30.121505499999998
27.86,33.483,165.663,129.119,145.176,128.237,135.181,135.625,175.037,300.731,503.775,-48.607564499999995,-32.1872255
27.914,35.2,165.531,129.119,145.176,128.759,135.618,135.813,175.403,302.441,506.74,-49.2191215,-33.043579
27.966,36.119,165.531,129.416,145.609,129.34,136.122,136.142,175.603,302.231,503.947,-49.5715055,-33.452561
28.113,36.784,167.377,130.413,146.578,130.424,137.16,136.898,176.862,304.754,509.538,-49.65934,-33.688026
28.16,36.807,166.274,130.494,146.702,130.424,137.16,137.104,176.906,303.913,508.256,-49.739551,-33.7426835
28.212,36.9,167.65,130.494,146.702,130.517,137.297,137.211,176.651,304.495,512.33,-50.305409999999995,-34.670722999999995
28.261,35.25,167.65,130.622,146.821,130.661,137.422,137.38,176.556,305.167,515.014,-51.083861,-36.7820895
28.421,35.807,167.755,132.029,148.643,132.83,140.005,138.779,178.158,306.717,512.762,-53.443607,-46.63839
28.459,39.381,169.592,132.917,149.665,132.83,140.005,139.686,178.846,308.682,515.718,-53.548071,-48.153014999999996
